Date,Close,Open,High,Low,Volume
2022-12-23 07:34:18.009789,100.49671415301123,101.89606958959723,102.57124786457162,98.58890659513384,662
2022-12-24 07:34:18.009789,100.54708931523363,101.4717229981464,101.61624166886192,99.68670430445414,365
2022-12-25 07:34:18.009789,101.38314871285276,101.44277908277293,102.23519900377289,100.96954317943111,219
2022-12-26 07:34:18.009789,103.09401260349412,102.44707582578854,103.40197413313317,100.55938816844835,811
2022-12-27 07:34:18.009789,103.04688898069512,103.74511229430871,105.63872696126249,102.49033585616135,347
2022-12-28 07:34:18.009789,102.99871118155544,103.39219656697719,103.60549027435013,101.66322961245554,169
2022-12-29 07:34:18.009789,104.76254777337151,105.65774099339924,105.65894646876147,104.27651148395387,952
2022-12-30 07:34:18.009789,105.713008011397,106.34817981307896,107.16526844414715,104.16570402245863,156
2022-12-31 07:34:18.009789,105.42470025673745,106.47425297205679,107.1334986404892,104.34200920285038,481
2023-01-01 07:34:18.009789,106.14631009069785,105.61107487913729,107.08388022832442,105.13995022731942,138
2023-01-02 07:34:18.009789,105.85957039822635,107.17696446386068,108.78452432822967,105.76593420948718,900
2023-01-03 07:34:18.009789,105.56789528302475,105.76549488771715,106.52821966628336,104.24209863548256,542
2023-01-04 07:34:18.009789,105.9810409944554,108.05630186708066,108.82544421686796,104.69387742587115,117
2023-01-05 07:34:18.009789,104.23582924292816,103.5466414248386,105.17573234403703,102.14952323972561,831
2023-01-06 07:34:18.009789,102.67562564395666,104.41158944712191,105.24106428905365,102.09202631761066,924
2023-01-07 07:34:18.009789,102.27446355194598,102.47237433540863,102.66620047418144,101.23608470092667,855
2023-01-08 07:34:18.009789,101.41893964589819,100.76752164228374,101.6834544872088,99.24817556680689,451
2023-01-09 07:34:18.009789,101.88645197997457,101.40256614592025,103.89031434438132,98.57041054780967,915
2023-01-10 07:34:18.009789,101.12743245897693,100.80708515078261,101.76285048918615,100.35592629237361,397
2023-01-11 07:34:18.009789,99.85966069750937,100.28382664391128,101.52308503876476,99.30791989759845,382
2023-01-12 07:34:18.009789,101.46516299250388,101.98799848053937,102.0479311108057,100.26490124276505,685
2023-01-13 07:34:18.009789,101.37436266675357,100.80066266281499,101.65173960471176,100.33750130072958,209
2023-01-14 07:34:18.009789,101.57179710244806,101.54744251018708,102.93245569828672,101.13601590307108,279
2023-01-15 07:34:18.009789,100.27170042993055,102.41397078854241,103.72279118766153,99.1177996956748,643
2023-01-16 07:34:18.009789,99.84653701040568,101.5740801805064,104.59359233632722,97.97679531071026,845
2023-01-17 07:34:18.009789,100.0710769399613,100.50740060963534,100.69125015438904,99.68255616477829,893
2023-01-18 07:34:18.009789,99.02793695741376,99.06594043558196,100.86645161709282,98.8375130674887,124
2023-01-19 07:34:18.009789,99.50557125284752,99.62560257956578,100.86454893250522,99.05635253156248,942
2023-01-20 07:34:18.009789,99.00080637508779,99.61432434781821,99.82398376309284,98.49099968189691,890
2023-01-21 07:34:18.009789,98.79878745773067,97.77599489253227,99.29042364336271,97.74155388082643,837
2023-01-22 07:34:18.009789,98.28042901015246,98.02305247272912,99.08755160678977,95.53472511931614,156
2023-01-23 07:34:18.009789,100.20961001201273,98.54102593813514,101.1831562117172,97.88277752580129,279
2023-01-24 07:34:18.009789,100.26646075534624,100.66568387795152,101.14204164730774,99.81295204279178,331
2023-01-25 07:34:18.009789,99.27244277665675,99.91963871635949,100.4251088755261,98.29014874240207,993
2023-01-26 07:34:18.009789,100.15193492878102,99.66874846648165,101.21214483627989,99.60976424489205,442
2023-01-27 07:34:18.009789,98.9812117213675,100.55519848465754,103.31485852356862,98.5343392205648,576
2023-01-28 07:34:18.009789,99.23329759492994,98.0075319319276,99.6257135621087,97.66498273106984,898
